term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-03 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),40,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""He was great at being available if we wanted to come in and go over work. He also listened to us and changed things if they were not working."", ""He was available outside of class and happily answered questions, but a lot of questions could have been already answered through clearer instructions for assignments."", ""N/A"", ""I think the readings were easy to know what to do and usually clear, i didn't enjoy the timed writing aspect of the class"", ""Overall a great professor, but maybe sometimes feels a bit rushed so the pace of the class feels a little bit all over the place."", ""All of the required materials were so helpful in my learning and the class lectures with the material further helped me understand the course."", ""He was very passionate about what he was teaching, and brought a fun environment to the class."", ""Very inclusive learning, group work was very beneficial."", ""Give more details"", ""OVerall great"", ""Spend more time teaching actual content rather than just sending us off into groups and seminars were we talked about the same things over and over again"", ""I like how he is enthousiastic when he teaches and it made the course engaging/ im not bored. there was just sometimes way too much work especially the case readings when sometimes we didnt even talk about half of the details in the case during seminars."", ""Professor De Los Reyes' strengths are positive energy, but his weakness is being vague and not giving us enough clear instructions."", ""Very understanding and flexible; willing to accommodate many unforeseen circumstances."", ""The instructor did a great job creating an inclusive environment by encouraging everyone to share their perspectives, especially during discussions. They made sure quieter students had space to speak and emphasized respect for different opinions, which made the class feel comfortable and open to diverse viewpoints."", ""good engagment."", ""None, the learning environment was very inclusive"", ""He did great!"", ""More clear instructions would be the most helpful improvement."", ""The professor was organized and the slides also said exactly what we would be doing in class. Important deadlines were also communicated clearly, and he also gave options to make up points on assignments. I do not really have any other areas for improvement feedback."", ""Had group discussions frequently where classmates would discuss each issue in groups of 10. This made it easier to speak freely and for everyone to participate."", ""I think professor de los Reyes did a great job of facilitating inclusive learning, he made it clear when office hours were and made a great effort to connect with students in class promoting learning!"", ""Professor De Los Reyes is very enthusiastic, but he gives very little feedback. When we ask a question, it's always very short and we're still a little confused after."", ""I think that there were a few readings that were just a little bit redundant, and additionally the PGM and PAS projects could be structured so that they were less redundant in the content that I had to write. It felt like I was talking about the same thing over and over for a lot of the paper."", ""The learning/classes were very inclusive and discussion based. At times it felt too fast–paced to participate, but was mostly interactive."", ""Does a great job at getting the class to participate in discussions, voicing different opinions and ideas about the course subject matter."", ""Seminar groups were helpful"", ""The instructor came to the class with a smile and made sure to cover the material effectively. His time–management skills are really good as he was able to cover the material in class quite effectively."", ""He always made sure we understood what he was teaching, and had no problem re–explaining things for us. He also asked for our feedback multiple times, which I appreciated""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-03 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),40,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""Made sure I gave myself more time to write the paper. Space it out because you have the PGM ans PAS."", ""I could have asked more questions in class."", ""N/A"", ""start the readings earlier"", ""Spent more time on my Personal Analytical Study to better prepare for the writing assignment."", ""By interacting with the professor more outside of class sessions, and attempting to go beyond what the base level of the classwork required."", ""Not waiting until the day before the prepare for class."", ""I could of wrote more notes for the major cases."", ""Prepared readings ahead of time."", ""I could have started working on the PAS and PGM earlier."", ""Getting more communicative."", ""Course was very writing intensive, so organizing myself prior to this would have been beneficial"", ""nothing i think i handled it well"", ""To make this course better for myself, I could have furthered my research on my own instead of relying on the course materials."", ""Went to office hours more often."", ""Readings were not necessary for this class; apart from the case discussions, we rarely touched on new materials and concepts after the first two weeks."", ""Come more better prepared for discussions and take more notes"", ""manage my time better and not procrastinate."", ""None"", ""Leave more time aside to complete the reading and notes."", ""I could have asked more clarifying questions upfront to better understand the assignment"", ""I think if I found ways to get through the readings faster it would have been better. They were long and important, so I read them  thoroughly but I wish I found a way to read and synthesize the text more efficiently."", ""Read the syllabus in more depth"", ""I think if I took advantage of asking in class questions a bit more some of the topics may have been more clear making it so I did not have to spend as much time reviewing material outside of class."", ""I could have taken more handwritten notes, because as the semester progressed, I tried relying on my memory which was difficult."", ""I think I could have looked into a few more of the readings more in depth on my own time, specifically the readings regarding core class concepts."", ""I could have had more meetings outside of class with my group as we sometimes cut things close to the deadline.  Even though the class only ran half the semester, I wish we had more of an advanced notice on the pgm/pas and more time to complete them. It could've been helpful for it to be introduced earlier"", ""Spend more time in the reading."", ""maybe more preparation for the case but I already put in alot of time."", ""I could have read the case readings in more detail rather than just skimming it through."", ""Done the readings. They really help my understanding of the concepts, so I wish I had spent more time doing them""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-03 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),40,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 40, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-03 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),40,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 2, ""8-10"": 4, ""5-7"": 25, ""3-4"": 9, ""0-2"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,35,3.51,4.09,4.41,4.0,4.0,5.0,7,14,7,4,3,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,30,4.23,4.2,4.3,5.0,4.0,5.0,16,7,5,2,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,30,3.93,3.98,4.2,4.0,4.0,5.0,11,9,7,3,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,34,4.62,4.66,4.69,5.0,5.0,5.0,24,7,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,35,3.86,4.21,4.45,4.0,4.0,5.0,7,18,8,2,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,35,4.14,4.23,4.36,4.0,4.0,5.0,12,17,5,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Learning Related Questions,In-class sessions were helpful for learning.,35,4.14,4.25,4.29,4.0,4.0,5.0,12,16,7,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,34,3.97,4.2,4.29,4.0,4.0,5.0,11,14,6,3,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Learning Related Questions,This course was intellectually challenging.,35,4.06,4.17,4.37,4.0,4.0,5.0,13,14,6,1,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Learning Related Questions,I learned a lot in this course.,35,4.0,4.28,4.43,4.0,4.0,5.0,12,15,5,2,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor came to class prepared to teach.,35,4.63,4.65,4.6,5.0,5.0,5.0,23,11,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor used class time effectively.,35,4.57,4.46,4.44,5.0,5.0,5.0,23,10,1,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor clearly communicated ideas and information.,35,3.34,3.85,4.31,3.0,4.0,5.0,8,9,6,11,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor provided sufficient feedback.,34,3.91,4.02,4.26,4.0,4.0,5.0,10,15,5,4,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor fairly evaluated my performance.,35,4.23,4.25,4.36,4.0,4.0,5.0,15,14,5,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor was available to assist students outside of class.,35,4.6,4.55,4.52,5.0,5.0,5.0,24,8,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor facilitated a respectful and inclusive learning environment.,35,4.74,4.68,4.61,5.0,5.0,5.0,27,7,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Related Questions: Gaston de los Reyes,The instructor displayed enthusiasm for the course.,35,4.86,4.77,4.71,5.0,5.0,5.0,30,5,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Instructor Effectiveness: Gaston de los Reyes,What is your overall rating of this instructor's teaching effectiveness?,35,4.14,4.3,4.5,4.0,4.0,5.0,11,18,6,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""It was a good class, but sometimes the professor send too many emails and I got confused."", ""There was enough material but really unorganized and difficult to navigate"", ""Internet and some other applications were having trouble in the classroom"", ""Overall canvas was organzied, but at times was very confusing with the project and group work."", ""I think that assignments should have been described in class more clearly. There was a lot of confusion about the final project"", ""There could be more in–depth instructions, but the professor was very helpful in explaining."", ""I thought that all of the materials were posted well into Canvas, however, when something was altered or something was changed for something To–do, it wasn’t really clarified online well into Canvas so there were a few times that there were miscommunications. Other than that I appreciated everything that was put into Canvas neatly."", ""I think the week to week modules were organized but we did not have much instructions when it came to the assignment which confused us"", ""The course felt very disorganized, and there was very little guidance for most assignments. The professor was very willing to communicate and always responded quickly, but the assignments still made little sense."", ""I thought the online course enviroment was good, I was able to acess everything I needed to with ease."", ""Easy to navigate and at times felt like there was too much additional information."", ""I think the course materials were easy to navigate, but for certain things, the directions were not clear  and could have been organized in a clearer manner."", ""The canvas page was semi–organized and helped a little with the structure of the class however there were not clear instructions on due dates and confusing timelines for different projects."", ""The format of the online course environment was very helpful and it allowed me to easily navigate, comprehend, and follow assignments and tasks. Everything from all the weeks were posted so if I wanted to look through the slides during class, I was able to and not many courses did this in real time."", ""I thought the aspect of being able to join a zoom if you were sick or couldn't meet in person, it was unique to this class and I appreciated it. I will say there were several instructions for assignments and projects that were hard to understand"", ""Online sessions were helpful to catch up and ask questions"", ""Canvas was well–organized and easy to understand for the most part."", ""I think the online course environment, in terms of the Canvas page, was a bit disorganized and could feel overwhelming at times."", ""It was well organized and straight forward what was expected of me to do"", ""Overall I did not partake in the online class experience because I attended everything in person. There were optional video reviews that I did not attend."", ""I really enjoyed that he posted the slides for the next class, including a schedule of what we will be doing. This allowed me to prepare more efficiently for class and not waste time looking into things that aren't even mentioned."", ""Although the class was completely in–person, I feel that there were sufficient online resources to navigate the course if class was missed."", ""I just felt like it was all really unorganized. I didnt know what was due and where to look for the assignments. We have also done way to many surveys and peer feedback in my opinion"", ""The canvas was well structured"", ""There were sometimes where instructions were a bit confusing and certain materials were difficult to find however this was a rare case. Other than that the teacher was great with deadlines, posting assignments, and announcements."", ""Online course environment was very clear and helpful."", ""I think everything was clear on the Canvas modules, and expectations wer described clearly."", ""I think the course environment was fun and lively. There were always different discussions going on that contributing to my learning in the course."", ""It was solid, but some material needs clarification, and it was confusing about the set expectations."", ""Great class, interesting topic, could be organized better in terms of instructions"", ""The course was organized by week, but sometimes instructions weren't really clear.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""The professor was very kind and he always helped me."", ""he was very passionate about the course"", ""The instructor did a fantastic job with time management and class time division."", ""Very confusing at times about assignment requirements."", ""He was passoinate"", ""The İnstructor was very passionate about his job and very knowledgeable. The course was an interesting, engaging course."", ""I really liked how helpful in–person classes were. I didn’t miss any classes, but he made it known that there was a zoom for online students and really tried to help in any way possible."", ""really enthusiastic, nice and wants to teach the students"", ""The instructor clearly knew what he was talking about and was very knowledgeable in the course, but he failed to communicate clearly, whether that be for assignments or instruction."", ""He was extremely knowledgeable about the subject matter in the course, and was also extremely energetic which got people going during class. I also liked the fact that he emphasized collaboration between students, which helped us learn further."", ""Very enthusiastic towards the curriculum."", ""The instructor was deeply knowledgeable and enthusiastic and was always willing to help facilitate discussion or thoughts."", ""The instructor was enthusiastic, if anything, but very confusing about dates, times, and projects."", ""From the first minute of the first class, Professor Gaston de los Reyes showed extreme enthusiasm for the course which set the tone for the rest of the classes. I believe he did a really good job being enthusiastic and it showed that he was a professional in business. This allowed me to feel excited to come to class and would energize me and encourage me to participate and to be more confident."", ""He was very enthusiastic and had his energy up every class period. He also answered emails super fast and was overall fun and creative with his ideas."", ""Very enthusiastic, the content was interesting too"", ""The professor is very passionate about his job and you can see this in the way he teaches. This helped a lot to elevate the energy in the classroom. The readings that were assigned also provided a lot of context in regard to the weekly in–person lectures and seminars."", ""Professor Reyes was very enthusiastic and was always available and willing to help outside of class. The course's case studies were relevant to current events and I got a lot out of discussing the different companies."", ""The instructor was very good at explaining each topic in good detail"", ""I appreciated that the professor showed an interest in the topics that were being taught. I think that really makes a difference in the classroom environment"", ""The instructor brought exceptional energy and enthusiasm to every class, which made the material engaging and created a positive learning environment. His genuine passion for the subject was evident and inspiring, and it was clear he was deeply invested in student success. He showed real dedication to helping students understand the concepts and was always willing to support our learning. The vibrant classroom atmosphere he created made it easier to stay motivated and interested in the course material throughout the semester."", ""Gaston De Los Reye's biggest strength is the enthusiasm he has for teaching the class. I honestly felt of all my teachers he was the most energetic and passionate about getting us to learn."", ""He is always very clearly enthusiastic and passionate about the topics we discuss and learn about in class, which makes it easy to be interested in what is being taught."", ""It was a lot of group work and I really liked the way he comes about the material"", ""He is very enthusiastic and kind"", ""The strengths of this course were that there were plenty of real life examples that helped bring concepts to life. Teacher was very knowledgable of the topics which was great."", ""Very knowledgable, very enthusiastic, I learned a lot."", ""Professor de los Reyes is a great teacher. It's clear he's passionate about the topics, and it's clear how much he cared about this course and what we were getting out of it. He made sure to be available outside of class, responded promptly to emails, and gave great feedback."", ""The strengths of this course was that it was structured nicely. The essays on Tuesdays allowed me to hone my writing and the Seminars on Fridays allowed for greater communication and discussions between peers."", ""I think feedback really lacked in this class as it was all done by a TA, I would understand if this was a large class with over 50 people but theres only 25 people in this classroom its unacceptable for a TA to be grading our assignments and the proffesor to be out of the loop on how we are doing and understanding the assignments to a high level. Also, due to his not caring about the lockdown browser, there's defitnely some grade inflation which damages a fair assessment for academically honest individuals."", ""Engaging /Real life topics makes in easy and enjoyable to follow and understand"", ""The strength of the course was the instructor, his constant support and enthusiasm made the class environment so fun. He was always willing to help anyone and was always easy to talk to.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Be more organized with his emails."", ""Explain himself better and give clear details about the assignments"", ""He could have gone more in–depth with each assignment and what he expects out of us."", ""Not make it so complicated; create clearer directions."", ""Be more clear and less scary to ask questions to"", ""Add more explicit instructions and shorter readings."", ""I would just be a little more clear with what instructions are for some assignments, there were a lot of surveys to take and it was very confusing on which ones he wanted us to do and where to submit them. Also one thing I would like to bring up is that this course repeated a lot of the same material as previous international business courses which didn’t facilitate too much new material and learning."", ""be more organized when sharing the assignment with the instructions on what we had to do"", ""He could lay out assignment instructions better and post only actual assignments to the calendar rather than the abundance of non–assignment announcements that were posted as assignments."", ""I think providing a bit more direction on group projects, overall timeline, and possibly giving students a bit more time to make their research papers. I felt that at times we werent sure exactly what we were supposed to do."", ""Provide explicit instructions for the final from the start."", ""Make the directions for our work clearer"", ""Be more organized, be clearer, and read less."", ""I believe that there were moments of stress with the two long assignments, personal and group submissions, that it would've helped if we could've gotten class time to work on it. During that week we were doing in class writings for 60 minutes and it stressed me out on top of the fact that we had our two submissions due soon and we weren't given time to speak with our group members in class."", ""He could've been much more clear in his directions and done a better job at highlighting what the intention was with our tasks and assignments."", ""more class participation"", ""Make instructions about assignments and the group project more clear and very thorough so students aren't left confused."", ""Making instructions clearer, and introducing the group project sooner to the start of class, as it felt as though the last 2 weeks were quite rushed and project instructions were confusing."", ""I feel like the directions were scattered for some assignments."", ""no recommendations; I think it is good as is"", ""To improve this course, the instructor could provide clearer and more accessible assignment instructions. Important assignment details were sometimes written only on the board in difficult–to–read handwriting, with no corresponding Canvas description or digital record. This made it challenging to reference requirements later, especially for assignments due the same day. For group projects, it was often unclear how to divide work effectively due to vague expectations. Posting detailed written instructions, rubrics, and due dates on Canvas, rather than relying solely on in–class board notes, would significantly reduce confusion. Additionally, ensuring alignment between what's marked as due on Canvas and actual expectations would help students plan and prioritize their work more effectively."", ""The two major downfalls of this course are the lack of new content and the lack of instructions for assignments. Maybe it's because I'm taking this class in my third year, but I have extensively covered almost every topic included in this course. So a lot of the time I felt was just wasted learning things I already knew. The lack of instruction also became a hindranc,e particularly for the PGM and PAS. I felt it was never clear to what extent those assignments were connected. And the word length and page length requirements did not match. He realized this issue, but never clarified which length was required. Another example would be that my entire group had no idea if exhibits we're required for the project. While his grading and project templates we're very helpful additional information would have been useful for clarifying key issues."", ""For assignments and for the large cumulative group project, sufficient instructions were not provided. I did not feel that there was any clear instruction or guidelines/expectations, even in the rubric, to lay out exactly what we needed to do and include in the projects. I think that if this had been gone over more clearly in class, or if there were more detailed instructions on Canvas, the project would have been much less difficult to figure out, expectations–wise."", ""Just make the canvas and overall assignments more organized"", ""Given more detailed instructions on deliverables. A good part of the time nobody knew what was going on in class with what was due or how to do the work he assigned. He would tell groups how to do it only if they asked and he couldn't expect everyone to just know the instructions."", ""This course should be assessed purely on essays and presentations, no tests or quizzes."", ""Clearer class structure on the first day. It improved throughout the course but there was confusion initially of what the expectations were for projects and how the class would be organized."", ""I think that the instructions for the final papers were a bit unclear at times. Having separate instructions for the outline and the final submission would be helpful because at times I was confused on what the differences should have been, especially since we were writing both the personal and group at the same time, things could have been clearly explained: whether we should include graphs, if we should keep the a,b,c,d spacing like the outline, or make it paragraphs for the final. Just describing the smaller details of the project a bit better would have been helpful."", ""To make this course better I would say to give clearer instructions on each assignments and to give more small assignments to get more points for the class."", ""No TA, Lockdown browser or no writing assignments. Be more specific with expectations."", ""I think delivering instructions better would help students navigate the course better."", ""He could be clearer with instructions and the desired structure.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""He's passion is really contagious and is always available to answer questions in or out of class. I would recommend that he gives clearer details about the assignments"", ""Definetly how he communicates and helps his students during the project is a huge strength for him"", ""Very strong in group feedback, yet unclear on personal feedback at time."", ""Sometimes people would ask him questions and it felt like his response was a public humiliation"", ""Our professor really cared about the course, it was very apparent. That made it a lot easier to listen in during the classes because of the high energy and the amount of collaboration we had during class between the student, the professor, and other peers in the classroom."", ""It was a great class, but maybe have more in–class teaching rather than readings to do at home, as I focus more in class than at home. We would just review what we learnt at home which i think would have been better if we could have learnt more in class"", ""No."", ""Was very enthusiastic and brought a high level of energy each time. He could have explained some things in greater detail."", ""He would give other examples other than those from the readings to help us deepen our knowledge on topics we were discussing, and he always brought a positive attitude and enthusiasm, which made the lectures engaging"", ""Many of the projects were unclear, and the in–class activities were unclear. At most points, most of the class was confused about what we were working on and how to excel in the class."", ""Professor Gaston de los Reyes is an incredibly enthusiastic and inspiring professor. His passion for teaching and his subject matter is felt through the energy in every lecture and discussion.  He pushed me personally to to think deeply and critically, challenging me to look at challenges in business from new perspectives. His classes are demanding in the best possible way, because he expected all of us to engage and socialize as well as to think deeper. There was also prep for every class which was not mandatory but it pushed me to get the 2–3 hours prep done in order to be able to perform better during our discussions."", ""He was very inclusive and I always felt very encouraged in his class"", ""strengths include lots of knowledge and good writing skills"", ""The instructor can be a little disorganized at times, but it doesn't intensely affect students learning and it honestly made the class more engaging. I really enjoyed all of the consistent group work we did, it helped me to get close with my group members and that helped us work better as a team."", ""Professor Reyes' strengths included relevant case studies, enthusiasm for the course and availability outside the classroom. He could improve on making his directions clearer."", ""I believe that the instructions for some assignments were to be assumed, and I sometimes felt that I wasn't doing something correct even though it was fine."", ""strengths included very fast response times to emails, well organized materials for class, and enthusiasm"", ""The instructor created an inclusive learning environment through his enthusiastic and approachable demeanor, which made all students feel welcome to participate and ask questions. His passion for the material was contagious and helped engage students with different learning styles and backgrounds. However, the course could be more inclusive by providing assignment instructions in multiple formats—not just handwritten notes on the board during class. Students who miss class, have difficulty reading handwriting, need extra processing time, or have visual impairments would benefit from having all instructions posted digitally on Canvas with clear formatting. Providing detailed written rubrics and expectations ahead of time would also support students who need additional time to plan their work or who process information differently. These adjustments would ensure all students have equal access to the information needed to succeed, regardless of their learning style or circumstances."", ""He did a great job of knowing every individual student and caring about their points of view. I appreciate how he always put effort into listening to all small group discussions equally."", ""He is very passionate for the course and is a nice guy"", ""He was very good at inclusive learning. I enjoyed the seminar part of the class which allowed me to get to know my peers better and discuss class topics."", ""The instructor brings a lot of energy to the classroom and always ties in real world examples to show that what he is teaching is very much applicable to real life."", ""Very nice and good professor. He is available to assist outside of class at any time. Only quarrel is that the first day, he rushed right into content and sped through the syllabus. I understand why and the limited timeline he was working under, but I think the class would have benefited from a lighter first day just to make sure everyone feels confident with understanding the structures (seminars, project groups, objective of main project, lectures). I think that the first class was sped through too fast, and has a rippling affect of confusion."", ""Professor de ls Reyes clearly knows what he's talking about because it's clear he has a passion fr global business and he's well–versed in today's news. He's very organized, so typically our class will have a timed structure for everything we're covering that day, which I appreciate. It keeps the professor on track and lets the students know what will be covered. This was his first time teaching this class, and I think he did a great job, especially for this being his first time teaching the class. I definitely learned more about the world, developed countries, and strategy."", ""I think to increase learning the instructor could add more small assignments and give short quizzes on the material. This way the students can strengthen their knowledge even more."", ""In class, he is very enthusiastic and communicates his ideas very well. He also responds to emails extremely quickly, especially compared to the average northeastern professor."", ""Strengths would be knowledge of the topic and the ability to engage students. Areas for improvment would be again organization and delivery of instructions.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""I did it good. I think that I always paid attention, submitted my assignments on time and did everything to get a better grade. I even did the extra credit."", ""Maybe re read the cases to understand better"", ""I could have prepared for some of the case studies a little better"", ""Studied more efficiently for the quizzes and writing assignment"", ""by making seminar readings length and complexity close to each other"", ""Not much, maybe worked on my writing skills a little better, but there wasn’t much to work on."", ""Reread the readings to be more familiar with the seminar content in class."", ""I could have emailed the professor more often when I had questions."", ""I think that if I had put a bit more effort into taking better notes, I would have been better prepared for the group discussion."", ""I could have prepared some additional questions to bring to group settings."", ""Re–read the reading to deepen my knowledge"", ""There is a lot of a reading so taking notes from the start."", ""I think I did everything I could in order to succeed in this course but also enjoy it."", ""I could've taken time to do more thoughtful notetaking and worked with my group to actually develop effective ideas rather than rushing which it felt like at some points. Also standing up for myself against people who thought they were better than me."", ""Asked more questions"", ""Conducting a more depthful analysis for the some of cases would have improved my participation in the seminar."", ""Taking more careful notes on the  core concepts readings."", ""I could have done the work in more separated intervals"", ""Split up the readings instead of doing it all in one sitting"", ""I did everything in this course to the best of my ability."", ""Honestly, missing the 4th class ended up hurting me much more than expected. That was the class where we covered the majority of the information on the assessment and did the peer review section."", ""I definitely could have participated more in larger class discussions instead of mainly participating only in seminar groups."", ""Maybe reach out more for the help I needed"", ""I wish I had actually read all of the pre–class readings. I would often skim them."", ""I could have brought more notes to discussions to back up my arguments."", ""I could have not procrastinated the homework and project deadlines."", ""To go to office hours more if I needed assistance on something."", ""I think it was pretty good, and it was a great course for me."", ""I would have given even more time to session readings because it's a lot of information to retain."", ""Read ahead of time for each case.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 34, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-04 Bus Dec Mkng in Dev Cntry Envn  (Gaston de los Reyes),39,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 2, ""8-10"": 4, ""5-7"": 18, ""3-4"": 10, ""0-2"": 1}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,6,4.33,4.09,4.41,4.5,4.0,5.0,3,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,5,4.6,4.2,4.3,5.0,4.0,5.0,3,2,0,0,0,,,
